Air Pressure (Hecta pascals),Air temp (deg celcius),Humidity (%),maximum Wind speed (km/h),water pressure (decibar),water temp (deg celcius)
1007.3,27.5,83.5,19.8,6.357,29.3383
1007.4,27.5,84.1,19.44,6.312,29.3345
1007.5,27.4,82.4,20.88,6.265,29.3228
1007.6,27.5,83,20.52,6.221,29.3019
1007.7,27.4,83.2,18.72,6.171,29.2804
1007.9,27.5,83,17.28,6.125,29.2697
1008.1,27.5,84.2,18,6.087,29.2649
1008.1,27.5,83.2,19.08,6.045,29.2584
1008.1,27.5,82.7,18.72,6,29.2589
1008.1,27.5,83.4,18,5.966,29.2556
1008.2,27.5,83.1,19.8,5.929,29.2535
1008.3,27.5,83.2,20.16,5.902,29.2458
1008.4,27.6,83.9,20.52,5.879,29.2395
1008.5,27.4,82.9,22.32,5.853,29.237
1008.5,27.4,83.7,21.6,5.828,29.2374
1008.6,27.5,83.6,21.96,5.806,29.2368
1008.6,27.5,82.6,22.68,5.786,29.2382
1008.7,27.5,83.1,21.6,5.768,29.2393
1008.8,27.5,82.6,23.4,5.752,29.242
1008.8,27.6,82.9,21.96,5.735,29.2436
1008.7,27.7,82.3,20.88,5.723,29.2393
1008.8,27.6,82.4,21.24,5.714,29.2521
1008.7,27.7,83.4,20.52,5.703,29.2495
1008.6,27.5,83.8,23.04,5.693,29.2544
1008.7,27.6,83.3,21.96,5.685,29.2581
1008.7,27.7,83.5,21.96,5.677,29.2756
1008.6,27.6,83.5,22.68,5.665,29.2914
1008.6,27.7,84.1,21.24,5.655,29.2906
1008.5,27.7,83.5,20.88,5.643,29.2772
1008.4,27.9,83.3,19.44,5.629,29.2726
1008.3,28.1,82,23.04,5.613,29.2804
1008.3,28.6,77.6,33.48,5.597,29.2981
1008.3,28.7,77.5,34.92,5.58,29.3123
1008.2,28.8,76.5,36.72,5.558,29.3173
1008.1,28.8,78.6,33.12,5.534,29.3236
1008.1,28.6,78,33.84,5.51,29.3286
1008,28.6,78.8,32.76,5.485,29.3282
1007.9,28.7,78.8,33.48,5.465,29.331
1007.8,28.6,78.5,32.04,5.439,29.3406
1007.7,28.7,76.7,33.84,5.415,29.3624
1007.6,28.7,78.6,32.76,5.395,29.3799
1007.5,28.7,78.8,33.48,5.37,29.3891
1007.3,28.6,79.3,33.48,5.347,29.3889
1007.3,28.6,78.6,33.48,5.323,29.3849
1007.2,28.6,78.1,32.76,5.302,29.3801
1007.1,28.6,76.7,34.2,5.277,29.3766
1007,28.6,79.6,32.04,5.256,29.3734
1006.8,28.6,78.2,30.24,5.235,29.3723
1006.8,28.6,78.3,30.96,5.212,29.3709
1006.8,28.7,76.9,30.24,5.198,29.3684
1006.8,28.7,79.1,29.88,5.175,29.3664
1006.8,28.6,77.2,32.04,5.166,29.3627
1006.8,28.6,78.3,28.8,5.15,29.3539
1006.8,28.6,77.3,28.8,5.146,29.3456
1006.7,28.5,76.9,28.44,5.135,29.3417
1006.7,28.6,77.9,28.44,5.123,29.3433
1006.7,28.7,77.7,27.72,5.119,29.3414
1006.7,28.7,77.9,27.72,5.106,29.3403
1006.7,28.8,77.1,27.36,5.103,29.3385
1006.6,28.7,78.9,27.72,5.102,29.3375
1006.5,28.8,78.3,26.28,5.105,29.3387
1006.4,28.8,78.2,28.8,5.116,29.3294
1006.4,28.8,77.4,29.52,5.119,29.3369
1006.4,28.8,78.2,29.88,5.133,29.3398
1006.4,28.8,77.7,30.96,5.139,29.3426
1006.4,28.9,77.3,31.68,5.165,29.3443
1006.4,28.8,76.9,30.96,5.189,29.3465
1006.4,28.8,79,30.24,5.218,29.3433
1006.4,28.7,76.4,28.8,5.257,29.3477
1006.3,28.8,77,27.72,5.28,29.3518
1006.3,28.8,78.6,27.36,5.32,29.3421
1006.4,28.8,77.5,29.16,5.359,29.3373
1006.5,28.8,78.7,29.16,5.405,29.3383
1006.6,28.6,77.6,31.68,5.452,29.3366
1006.6,28.7,77.7,32.4,5.496,29.3364
1006.6,28.7,79,32.4,5.549,29.3359
1006.7,28.7,78.2,33.12,5.596,29.3369
1006.7,28.5,77.7,33.48,5.645,29.3375
1006.8,28.5,77.9,33.12,5.697,29.3387
1006.9,28.5,77.9,32.4,5.743,29.3401
1007,28.5,79,32.4,5.794,29.3406
1007.1,28.4,79.1,30.6,5.85,29.3398
1007.2,28.4,80,32.76,5.9,29.3362
1007.3,28.4,80.4,29.88,5.947,29.3329
1007.5,28.3,78.1,31.68,5.995,29.3276
1007.6,28.4,77.5,32.4,6.044,29.3194
1007.8,28.4,78.8,32.04,6.089,29.3119
1008,28.3,78.3,33.12,6.133,29.3054
1008.2,28.5,79,31.32,6.173,29.3036
1008.3,28.5,78.7,33.84,6.215,29.3013
1008.5,28.5,79.4,32.04,6.257,29.2994
1008.7,28.5,78.2,32.04,6.297,29.2273
1008.9,28.5,79.2,32.04,6.337,29.1762
1008.8,28.6,78.9,30.96,6.367,29.1396
1008.9,28.5,80.6,29.88,6.405,29.0844
1008.9,28.4,79.2,29.52,6.428,29.0272
1009,28.5,78.5,31.32,6.451,29.0616
1009,28.5,78.9,29.16,6.472,29.1689
1009,28.3,80.5,29.88,6.49,29.059
1009.1,28.3,79.4,29.52,6.509,29.1164
1009.2,28.4,79.3,30.24,6.528,29.159
1009.2,28.4,80.2,28.44,6.548,29.1925
1009.1,28.4,78.6,32.04,6.565,29.2012
1009.1,28.4,77.5,33.48,6.582,29.2256
1009.2,28.4,77.2,34.92,6.599,29.2313
1009.2,28.4,79,34.92,6.618,29.2525
1009.2,28.4,78.4,32.04,6.638,29.2476
1009.3,28.4,74.9,34.56,6.662,29.2289
1009.3,28.5,77.2,34.56,6.684,29.2521
1009.4,28.6,79.3,35.64,6.71,29.2584
1009.4,28.5,77,33.84,6.731,29.2856
1009.3,28.6,78.3,30.96,6.749,29.3264
1009.1,28.6,78.7,35.28,6.772,29.3407
1009.1,28.4,77.6,35.28,6.796,29.3583
1009,28.5,78.8,33.48,6.816,29.3678
1008.9,28.5,77.7,36.36,6.833,29.3786
1008.8,28.5,78.4,34.2,6.85,29.3854
1008.6,28.5,80.3,34.2,6.865,29.3903
1008.6,28.5,79.3,36.36,6.874,29.3886
1008.6,28.5,78.3,34.2,6.885,29.3858
1008.5,28.4,77.9,33.84,6.896,29.3751
1008.6,28.5,78.6,34.2,6.902,29.3569
1008.4,28.5,80.5,32.04,6.905,29.3448
1008.2,28.4,79.9,32.04,6.9,29.3405
1008,28.5,79.1,32.4,6.897,29.3372
1007.9,28.4,79.5,32.4,6.891,29.335
1007.9,28.4,79.7,31.32,6.883,29.3341
1007.9,28.5,80.1,33.12,6.874,29.333
1007.8,28.4,80.7,29.16,6.857,29.331
1007.7,28.4,79.6,29.88,6.838,29.3257
1007.7,28.4,79.6,29.16,6.818,29.3191
1007.7,28.5,80.7,28.44,6.8,29.3135
1007.6,28.4,80.7,28.44,6.778,29.3069
1007.7,28.5,80.4,28.8,6.755,29.3048
1007.7,28.5,80.9,28.44,6.727,29.2998
1007.7,28.5,80.9,28.08,6.697,29.2945
1007.9,28.5,81.5,29.52,6.666,29.2899
1007.7,28.5,80.4,30.24,6.64,29.2873
1007.8,28.5,80,28.44,6.604,29.2879
1007.7,28.5,80.2,28.8,6.56,29.2879
1007.7,28.5,79.5,29.52,6.523,29.2876
1007.8,28.5,80.1,29.52,6.485,29.2882
1007.8,28.6,80,31.32,6.448,29.2837
1007.9,28.6,80.4,30.24,6.412,29.2813
1007.9,28.6,80.8,27.72,6.371,29.2804
1008.1,28.6,82.3,31.68,6.335,29.2766
1008.1,28.5,81.7,30.96,6.295,29.2726
1008.2,28.6,81.1,31.32,6.249,29.2647
1008.2,28.6,82.2,34.2,6.207,29.2608
1008.4,28.5,80.8,35.28,6.169,29.2596
1008.4,28.6,79.9,39.96,6.13,29.259
1008.6,28.7,79.8,37.08,6.091,29.2561
1008.5,28.7,81.1,34.92,6.056,29.2547
1008.6,28.6,80.3,37.8,6.019,29.2531
1008.9,28.7,80.6,37.08,5.976,29.2563
1009,28.7,81.8,39.24,5.942,29.2603
1009.1,28.5,80.1,38.88,5.91,29.2613
1009.2,28.6,80.1,42.84,5.88,29.26
1009.3,28.7,80.7,38.88,5.858,29.2606
1009.5,28.8,78.1,42.84,5.832,29.253
1009.5,29,80.3,43.2,5.813,29.2468
1009.5,28.9,78.9,40.32,5.795,29.2415
1009.7,28.8,79.2,43.56,5.777,29.2392
1009.8,28.9,78.3,39.96,5.762,29.2346
1009.9,29,78.2,39.24,5.75,29.2273
1010,28.9,77.8,37.08,5.74,29.2261
1010,29,77.9,38.52,5.736,29.2252
1010.1,29,77.4,38.16,5.729,29.2223
1010,29,78.1,36,5.727,29.2202
1010,29,77.1,37.08,5.722,29.2218
1010.1,29,78.2,37.8,5.72,29.2223
1010.1,29.1,77.2,39.6,5.72,29.2235
1010.1,29.1,78.9,37.8,5.724,29.2271
1010,29,79.2,36.72,5.729,29.2274
1010,29.1,78.5,37.08,5.734,29.2251
1010,29.1,77.5,36,5.733,29.2235
1009.9,29.1,78.8,37.08,5.739,29.2216
1009.7,29,77.6,37.08,5.739,29.2261
1009.5,29.1,78.3,37.44,5.731,29.2293
1009.3,29.1,79.7,34.2,5.725,29.233
1009.2,29,79.3,34.2,5.717,29.2442
1009.1,28.9,80.1,34.2,5.704,29.2448
1009,29,79.4,34.92,5.689,29.2437
1008.7,28.9,79.7,36.72,5.674,29.2365
1008.6,28.9,79,37.8,5.654,29.2293
1008.4,29.1,79.6,38.52,5.642,29.2273
1008.2,28.9,79,35.64,5.625,29.2266
1008.1,29,79.1,35.64,5.61,29.2302
1007.9,29,81,35.28,5.599,29.2338
1007.7,29,79.6,36.36,5.588,29.2358
1007.6,28.9,79,36.36,5.575,29.2404
1007.5,29,78.8,39.96,5.561,29.2436
1007.5,29,78.7,40.32,5.545,29.2468
1007.4,29,79.7,38.52,5.526,29.2491
1007.2,29,80.5,36.72,5.508,29.2516
1007.1,29,79.5,37.8,5.501,29.253
1007.1,29,79.4,37.44,5.493,29.2539
1007,29.1,81.2,39.6,5.484,29.2549
1006.9,29,79.9,39.6,5.472,29.2558
1006.8,29,78,40.68,5.464,29.2535
1006.8,29.1,78.6,39.96,5.458,29.2543
1006.7,29.1,79.1,38.88,5.451,29.253
1006.6,29.1,80.2,39.6,5.445,29.2556
1006.7,29,80.6,36.72,5.452,29.2592
1006.6,29,78.8,38.16,5.455,29.2625
1006.6,29.1,79.2,39.6,5.457,29.2634
1006.7,29.1,79.5,38.88,5.465,29.2662
1006.8,29,79.7,38.88,5.465,29.2696
1006.8,29.1,78.9,37.8,5.468,29.2738
1006.8,29.1,79.5,39.6,5.478,29.2785
1006.8,29,79.3,36.36,5.485,29.2837
1006.8,29,80.8,36.36,5.508,29.2892
1006.7,29.1,79.9,40.68,5.521,29.2957
1006.8,29.1,79.8,37.08,5.546,29.3016
1006.9,29,81,38.88,5.578,29.3076
1007,29,80.5,37.44,5.604,29.3147
1007.1,28.9,78.8,42.48,5.634,29.3195
1007.2,28.8,80.4,39.6,5.658,29.325
1007.2,28.6,79.7,37.8,5.685,29.334
1007.2,28.8,81.3,39.96,5.715,29.3359
1007.2,28.2,80.2,42.48,5.751,29.3364
1007.2,28.6,80.8,34.56,5.793,29.3371
1007.2,28.8,80.3,36.36,5.833,29.3351
1007.3,28.8,80.9,37.8,5.872,29.3362
1007.4,28.8,80.3,37.8,5.919,29.3376
1007.5,28.8,79.6,39.6,5.96,29.3392
1007.7,28.9,79,40.68,5.987,29.3437
1007.8,28.9,78.8,41.04,6.024,29.3466
1008,28.9,78.4,40.32,6.067,29.3482
1008.3,28.9,79.5,42.48,6.109,29.3507
1008.6,28.8,79.7,36.36,6.158,29.351
1008.6,28.8,79.4,36,6.191,29.3528
1008.7,28.9,79.6,40.68,6.232,29.3522
1008.7,28.9,80.1,41.04,6.28,29.3557
1008.7,28.9,78.5,41.04,6.313,29.3589
1008.8,29,79,39.96,6.343,29.3629
1008.9,28.9,79.3,43.92,6.369,29.3646
1009.2,29,79.6,39.6,6.399,29.3683
1009.2,28.9,80.5,42.12,6.432,29.3751
1009.4,28.9,79.5,39.6,6.463,29.3861
1009.5,29,80.2,41.4,6.49,29.394
1009.5,28.9,78.9,44.28,6.516,29.3948
1009.7,29,78.8,45,6.545,29.4171
1009.6,28.9,79,43.2,6.567,29.4454
1009.7,28.9,78.6,43.2,6.586,29.4822
1009.7,28.9,78.4,39.96,6.606,29.4877
1009.7,28.9,78.9,42.84,6.618,29.475
1009.7,28.8,78.9,42.84,6.634,29.4608
1009.5,28.8,79.2,43.2,6.65,29.4429
1009.6,28.8,79,41.76,6.661,29.4476
1009.7,28.9,79.5,43.56,6.673,29.4715
1009.7,28.9,78.7,43.92,6.683,29.4572
1009.7,28.8,78.6,42.48,6.697,29.4389
1009.6,28.8,78.2,43.56,6.705,29.426
1009.6,28.9,78.4,46.44,6.717,29.4514
1009.4,28.8,78.7,47.88,6.73,29.4766
1009.2,28.9,78.2,44.64,6.74,29.4971
1009.1,28.8,79.8,43.2,6.747,29.4951
1009.1,28.6,80.1,46.08,6.761,29.4907
1009.1,28.6,80.7,43.2,6.777,29.4943
1009,28.7,80.4,41.4,6.784,29.5005
1008.8,28.7,79.5,46.08,6.791,29.5014
1008.7,28.7,77.7,51.12,6.796,29.4978
1008.7,28.8,79.2,48.96,6.807,29.4772
1008.7,28.8,79.5,48.6,6.813,29.4519
1008.6,28.6,78.2,43.56,6.819,29.4464
1008.4,28.6,78.3,44.64,6.829,29.446
1008.3,28.7,79.3,45.36,6.833,29.4421
1008.3,28.6,78,44.28,6.831,29.4451
1008.2,28.6,78.1,43.56,6.832,29.4455
1008.1,28.6,78.7,44.64,6.835,29.4398
1007.9,28.5,78.4,48.6,6.826,29.439
1007.8,28.6,77.8,47.52,6.821,29.4375
1007.8,28.5,77.7,43.56,6.806,29.4341
1007.9,28.6,78,45,6.793,29.4443
1007.9,28.6,78.8,43.56,6.78,29.4682
1007.9,28.6,79,45.36,6.763,29.4871
1007.8,28.6,79.3,50.04,6.741,29.5031
1007.8,28.6,78.6,46.08,6.718,29.5089
1007.7,28.6,77,49.68,6.692,29.5251
1007.7,28.5,77.6,43.56,6.667,29.5474
1007.7,28.5,77.9,45.36,6.628,29.5672
1007.6,28.5,77.5,47.16,6.592,29.5908
1007.8,28.5,78.4,43.92,6.557,29.5999
1007.8,28.4,76.6,45.72,6.514,29.6115
1007.8,28.5,75.9,45.72,6.478,29.613
1007.8,28.5,77.6,47.88,6.442,29.6124
1007.9,28.6,77.2,42.84,6.399,29.6148
1008,28.6,75.5,47.88,6.357,29.6153
1008,28.6,75.6,45.72,6.313,29.6177
1008,28.7,75.5,46.8,6.269,29.6221
1008,28.6,78.3,43.2,6.235,29.6344
1008.2,28.5,77.7,41.4,6.192,29.6199
1008.5,28.4,77.1,41.04,6.149,29.5908
1008.7,28.5,77.4,39.24,6.103,29.5439
1008.9,28.6,77.7,45.36,6.058,29.498
1008.9,28.6,78,42.12,6.022,29.4695
1009,28.6,77.5,42.12,5.98,29.4567
1009,28.6,78.5,40.68,5.934,29.4671
1009.2,28.6,76.8,47.16,5.897,29.4705
1009.3,28.6,79.2,45.36,5.864,29.4776
1009.3,28.5,78.4,40.32,5.823,29.4839
1009.5,28.7,78.3,43.2,5.79,29.4868
1009.6,28.6,80.3,38.52,5.76,29.4889
1009.6,28.6,77.6,41.04,5.72,29.489
1009.7,28.6,77.9,44.64,5.703,29.4902
1009.8,28.4,78.5,43.92,5.674,29.4987
1009.8,28.5,80.9,43.92,5.651,29.5008
1009.8,28.6,78,42.84,5.635,29.5002
1009.9,28.7,78.5,43.92,5.617,29.5045
1010.1,28.7,79.1,41.4,5.602,29.5091
1010.2,28.6,77.4,42.84,5.581,29.5143
1010.2,28.8,77.5,43.2,5.573,29.5186
1010.2,28.8,76.2,44.28,5.569,29.5199
1010.1,28.8,75.3,42.48,5.553,29.5195
1010.2,28.8,75.4,41.76,5.55,29.5167
1010.2,28.8,74.5,43.2,5.54,29.5149
1010,28.8,75.6,41.4,5.545,29.5091
1010,28.8,75.8,41.76,5.547,29.4992
1010,28.8,75.4,44.28,5.551,29.47
1010,28.8,76.6,42.12,5.548,29.4313
1010,28.8,76.3,41.04,5.549,29.4202
1009.9,28.8,77.4,42.12,5.549,29.4201
1009.8,28.8,75.8,44.28,5.552,29.4211
1009.8,28.8,74.8,42.48,5.546,29.4266
1009.5,28.9,76.9,39.24,5.539,29.4411
1009.4,28.8,77.2,41.04,5.534,29.4482
1009.3,28.9,77.5,40.68,5.521,29.4504
1009.1,28.8,74.8,41.4,5.504,29.4479
1008.9,28.9,75.5,43.56,5.485,29.4467
1008.9,28.8,76.3,41.4,5.474,29.443
1008.7,28.9,77.6,40.68,5.458,29.4427
1008.6,28.8,77.3,39.96,5.44,29.4441
1008.5,28.7,77.1,40.68,5.433,29.4494
1008.4,28.8,76,44.64,5.417,29.4556
1008.3,28.8,74.8,43.2,5.4,29.4552
1008.2,28.8,76.1,43.2,5.378,29.4489
1008.2,28.8,75.6,39.24,5.365,29.4405
1008,28.8,76.7,39.24,5.352,29.4344
1007.9,28.8,77.2,39.96,5.342,29.4291
1007.8,28.7,77.7,38.88,5.329,29.4285
1007.7,28.9,76.3,40.68,5.317,29.4307
1007.6,28.8,76.7,39.24,5.307,29.4353
1007.5,28.8,77,36,5.297,29.45
1007.3,28.9,77.6,36.36,5.293,29.4559
1007.1,28.8,77.1,37.44,5.279,29.4674
1007.1,28.9,75.1,39.96,5.28,29.4715
1007.1,28.9,75.2,38.16,5.278,29.4771
1007.1,28.9,76.2,36.36,5.27,29.4763
1007.1,28.9,76.5,34.2,5.273,29.4809
1007.1,28.9,75.4,35.64,5.279,29.4832
1007.2,28.9,76.3,38.52,5.287,29.4825
1007.2,28.9,76.8,33.48,5.294,29.4809
1007.2,28.8,76.9,33.48,5.291,29.4763
1007.3,28.8,76.7,35.28,5.302,29.4741
1007.3,28.8,76.8,32.76,5.311,29.4769
1007.3,28.7,77.3,36.36,5.326,29.4815
1007.3,28.8,77.6,37.08,5.34,29.4864
1007.5,28.7,77.2,33.12,5.359,29.4907
1007.6,28.7,77.7,33.48,5.381,29.5002
1007.7,28.7,77.8,35.64,5.407,29.5015
1007.8,28.7,78.3,33.84,5.441,29.5041
1007.8,28.6,77.3,36,5.467,29.5101
1007.9,28.6,77,36.72,5.494,29.5083
1008,28.6,77,36.36,5.535,29.5044
1008.1,28.7,78.2,34.2,5.57,29.5031
1008.3,28.5,77.7,33.48,5.601,29.4954
1008.3,28.6,78.1,32.76,5.644,29.4958
1008.6,28.6,77.3,32.04,5.688,29.4861
1008.7,28.7,77,33.12,5.735,29.4811
1008.8,28.5,77.7,30.96,5.773,29.4762
1008.9,28.6,78.4,29.52,5.808,29.4707
1008.9,28.6,79.4,28.08,5.848,29.4667
1009.1,28.5,78.7,28.08,5.896,29.4633
1009.2,28.6,78.7,30.24,5.935,29.4587
1009.3,28.5,79.1,29.52,5.982,29.456
1009.5,28.7,79.2,30.96,6.028,29.4537
1009.5,28.6,78.9,32.4,6.066,29.4519
1009.6,28.6,77.7,32.04,6.108,29.4521
1009.7,28.5,78.6,31.32,6.147,29.4521
1009.7,28.6,79.6,28.44,6.18,29.45
1009.7,28.5,80,28.8,6.222,29.4503
1009.7,28.5,79.7,27.36,6.259,29.4461
1009.7,28.5,80.5,30.24,6.293,29.4355
1009.8,28.4,79.6,32.4,6.331,29.4121
1009.9,28.4,79.8,31.32,6.358,29.3943
1009.9,28.4,80,33.84,6.382,29.3889
1009.9,28.3,79.6,29.16,6.41,29.3856
1010,28.5,79.5,29.16,6.441,29.3684
1010,28.7,78.5,33.12,6.47,29.3627
1010,28.5,78.7,34.2,6.498,29.3622
1010,28.5,78.3,36.72,6.512,29.3624
1009.9,28.6,78.1,38.88,6.525,29.3529
1009.9,28.6,79.4,32.4,6.539,29.3366
1009.9,28.5,78.5,37.44,6.554,29.3292
1009.9,28.3,79.8,42.12,6.571,29.3191
1010,28.3,79.9,37.44,6.581,29.3095
1010,28.4,80.3,36.72,6.586,29.3048
1010,28.4,78.2,38.16,6.594,29.3025
1009.9,28.5,78.8,36,6.607,29.276
1009.9,28.5,77.8,38.16,6.622,29.2481
1009.8,28.5,77.7,36,6.636,29.2297
1009.7,28.5,77.5,37.8,6.648,29.2289
1009.6,28.5,79.2,34.56,6.66,29.2712
1009.4,28.4,78.5,29.16,6.674,29.3261
1009.3,28.5,79.9,32.76,6.688,29.3614
1009.2,28.4,78.9,31.68,6.7,29.3674
1009.1,28.4,77.5,33.84,6.712,29.3963
1009,28.5,80.5,34.92,6.721,29.426
1009,28.4,78.5,33.84,6.731,29.4352
1009,28.5,79.2,30.96,6.744,29.456
1008.8,28.5,78.6,33.12,6.753,29.4579
1008.7,28.5,78.7,31.68,6.759,29.4596
1008.6,28.4,77.7,34.56,6.769,29.4621
1008.6,28.5,78.4,36,6.78,29.4667
1008.6,28.3,78.9,29.88,6.786,29.4684
1008.5,28.4,79.1,34.2,6.791,29.4715
1008.4,28.4,79.1,32.04,6.795,29.4686
1008.3,28.4,78.2,32.4,6.792,29.4682
1008.3,28.4,79.7,33.12,6.79,29.4649
1008.3,28.5,78.8,31.32,6.782,29.4547
1008.4,28.4,78.9,30.6,6.779,29.4417
1008.4,28.3,78.5,31.32,6.769,29.4285
1008.4,28.4,78.1,33.12,6.757,29.4214
1008.3,28.5,79.7,30.96,6.74,29.4112
1008.4,27.5,82.1,34.2,6.723,29.386
1008.4,27.5,82.5,31.68,6.707,29.3703
1008.3,27.9,80.6,39.24,6.681,29.3596
1008.3,28,80.2,38.16,6.655,29.3469
1008.3,27.7,83,34.92,6.636,29.3466
1008.3,27.6,82.8,33.12,6.612,29.341
1008.3,27.4,83.6,31.68,6.583,29.3405
1008.4,27.5,83.7,30.24,6.552,29.3457
1008.5,27.7,82.2,34.92,6.52,29.3495
1008.6,27.7,81.8,32.76,6.491,29.3493
1008.6,27.6,83,27.36,6.46,29.3466
1008.6,27.6,83.5,27.72,6.424,29.3577
1008.7,27.5,82.7,24.12,6.393,29.3733
1008.8,27.6,83.7,25.2,6.361,29.3876
1008.9,27.6,82.8,26.64,6.332,29.3894
1009,27.6,83.7,26.64,6.294,29.3894
1009.2,27.8,81,33.12,6.26,29.3911
1009.3,28.2,77.3,36.36,6.225,29.3913
1009.3,28.2,77.3,36.72,6.193,29.3914
1009.4,28.2,77.8,37.8,6.164,29.4161
1009.5,28.2,80.2,36.36,6.13,29.4406
1009.5,28,80.5,30.96,6.104,29.4467
1009.6,28,80.5,28.8,6.077,29.4448
1009.7,28,81,29.16,6.054,29.4443
1009.9,28.1,82.2,26.64,6.027,29.448
1010,28.1,82.3,25.56,6.001,29.4472
1010,28,82.3,28.8,5.975,29.4461
1010.1,28,81.8,32.04,5.958,29.4457
1010.3,28.3,81.5,33.12,5.939,29.4442
1010.3,28.4,78.2,33.84,5.922,29.4426
1010.5,28.2,76.3,51.12,5.907,29.4406
1010.5,27.6,81.8,48.6,5.891,29.4384
1010.5,28.2,78.3,32.4,5.885,29.4353
1010.5,28.5,77.5,43.92,5.879,29.4347
1010.4,28.6,77.7,39.24,5.872,29.4326
1010.5,28.5,78.2,35.64,5.868,29.4335
1010.5,28.4,79.1,34.2,5.864,29.4331
1010.5,28.6,78.6,38.52,5.867,29.4332
1010.4,28.7,76.9,44.28,5.878,29.4334
1010.3,28.9,75.8,40.68,5.883,29.433
1010.3,28.8,76.9,41.4,5.887,29.4309
1010.2,28.3,79.2,45.36,5.888,29.4269
1010,28.5,78.6,38.16,5.892,29.4202
1010,28.9,75.5,44.64,5.894,29.4248
1009.9,29,76,42.84,5.9,29.4278
1009.9,28.9,76.4,44.28,5.903,29.4223
1009.8,27.8,79.4,52.2,5.903,29.4171
1009.6,27.8,78.7,46.44,5.91,29.412
1009.5,28.1,79,44.64,5.917,29.4105
1009.6,27.7,80.3,50.76,5.907,29.4106
1009.4,27.8,78.4,47.88,5.9,29.41
1009.2,27.9,79.3,46.8,5.892,29.4109
1009,28,80.1,45,5.885,29.4155
1008.8,28.2,79.5,40.68,5.872,29.4149
1008.8,28,79.7,36,5.864,29.4065
1008.9,28.2,79.3,51.48,5.857,29.4006
1008.8,26.7,86.7,57.24,5.85,29.3997
1008.6,26.7,86.7,49.32,5.839,29.4001
1008.4,26.8,83.6,48.6,5.831,29.3972
1008.3,27.2,79.5,47.88,5.82,29.3975
1008.1,27.5,81.1,45.36,5.807,29.3971
1008.1,27.6,76.9,45,5.799,29.3968
1007.8,27.6,78.2,46.08,5.799,29.3959
1007.8,27.6,79,39.6,5.785,29.3988
1007.7,27.7,77.7,41.76,5.777,29.4012
1007.6,28.1,78,41.4,5.768,29.4019
1007.8,28,78,54.36,5.766,29.3996
1007.7,27.5,81.9,56.52,5.769,29.3981
1007.6,27.4,81.9,46.44,5.764,29.4001
1007.6,27.4,80.7,43.2,5.747,29.3999
1007.7,27.5,82.5,42.84,5.75,29.3963
1007.8,27.3,81.1,50.4,5.75,29.3957
1007.9,27.2,81.6,47.16,5.743,29.3975
1007.9,27.2,81.9,43.2,5.752,29.4028
1007.9,27.8,80.7,45,5.756,29.4068
1007.9,27.7,79.8,43.56,5.766,29.4108
1007.9,27.8,80.1,41.04,5.769,29.4149
1007.9,27.8,80.5,38.52,5.778,29.4235
1008,27.8,80.4,39.6,5.786,29.4316
1008.2,27.8,81.9,38.16,5.796,29.435
1008.2,26.6,87.2,47.88,5.813,29.4429
1008.2,27.2,85.8,38.52,5.822,29.4465
1008.1,27.8,82.8,37.08,5.838,29.4556
1008.2,28,80.8,41.04,5.863,29.4648
1008.3,28,80.1,40.68,5.879,29.4711
1008.5,26.9,83.2,52.92,5.906,29.4753
1008.4,27.1,84.9,43.92,5.919,29.4827
1008.4,27.2,81.4,44.64,5.944,29.4895
1008.5,27.7,81.3,46.8,5.971,29.4941
1008.6,26.8,82.5,52.2,5.992,29.4995
1008.5,27.3,84.5,43.92,6.001,29.5029
1008.7,27.4,85.2,37.08,6.024,29.514
1008.8,27.3,83.3,42.48,6.042,29.5198
1008.8,27.5,80.6,41.4,6.053,29.5288
1009.1,27.7,80.3,43.2,6.075,29.5416
1009.2,27.7,81,44.28,6.097,29.5479
1009.3,27.7,79.6,45,6.106,29.5538
1009.4,27.6,79.5,45.36,6.122,29.5558
1009.5,27.8,80.7,41.76,6.143,29.5608
1009.6,27.6,81.8,39.24,6.16,29.5666
1009.7,27.6,82,38.16,6.174,29.5734
1009.8,27.6,82.4,36.36,6.192,29.5804
1009.8,27.6,82.8,39.24,6.205,29.5874
1010,27.8,80.6,37.8,6.232,29.5929
1010.2,27.6,83,45.36,6.268,29.5995
1010.2,26.7,86.6,56.88,6.291,29.6034
1010.2,27,83.8,54.36,6.31,29.605
1010.2,27.3,80.1,54.72,6.323,29.609
1010.2,27.4,80.8,51.48,6.327,29.6106
1010.1,27.2,84.8,47.16,6.338,29.6114
1009.9,26.8,81.9,48.6,6.356,29.6173
1009.8,27,84.2,47.52,6.376,29.6205
1009.8,27,85.2,41.76,6.401,29.6217
1009.9,27.3,86.2,41.04,6.41,29.6024
1009.8,27.4,82.8,37.8,6.422,29.5858
1009.9,27.9,79.4,43.2,6.425,29.5584
1010,28,79.3,41.4,6.419,29.5481
1009.7,27.6,80.1,42.12,6.42,29.5558
1009.6,28,78.7,37.8,6.433,29.5551
1009.4,28,78.5,37.8,6.426,29.5571
1009.2,28,78.6,41.4,6.426,29.5611
1009.1,27.9,78.2,39.6,6.425,29.5702
1009,27.9,80,39.6,6.417,29.595
1008.9,27.9,79.8,39.6,6.411,29.589
1008.9,28,79.8,38.16,6.416,29.5731
1008.8,28,78.8,42.12,6.419,29.5746
